"Marca A","Marca B","Marca C"
"63.5341088391359",101.530780304358,"91.591445192137"
"41.1924270292646",62.1042829928198,"113.843593434786"
"69.0944948359403",111.343226181071,"100.701427664273"
"31.9731714521619",41.91276055636,"117.114408727024"
"35.1418482072754",45.8350084449916,"93.9709201854533"
"42.3478398216667",40.9388606242715,"95.2783361483306"
"60.8697158455088",51.4267909540154,"93.6462868747572"
"37.321915946183",64.1432467441177,"97.1422636513385"
"37.6372356106526",96.8289103156038,"101.381082248039"
"44.0938933509238",55.2739693167935,"112.276303438535"
"35.5909580855177",55.8304157835046,"91.9822054534718"
"55.3087030706653",42.0806071586122,"98.4246564389312"
"56.0117796957516",67.2245176781009,"98.6101385945015"
"64.9553523581349",52.2193377979725,"94.0268690528708"
"52.0149385224845",87.0153583599975,"102.408172559367"
"53.9231518144566",88.2560818160323,"97.4064459326575"
"35.0108085720583",104.038857102591,"109.005119453333"
"64.1160142322611",81.2028326867374,"109.418693938677"
"65.4791550659103",84.5702679078645,"114.679619034197"
"45.3705556521449",51.1955445389264,"107.067610895579"
"58.8648008502006",102.557672174578,"108.190089302622"
"77.6628297185268",104.963214822195,"97.0651815129755"
"60.6907618622748",40.2875371654301,"114.185890724859"
"65.1467703728507",69.477451150844,"114.987738274065"
"56.1767551511036",93.2908250297657,"93.4291790551434"
"37.575661858764",126.463817150341,"91.47204559998"
"66.3510262812132",96.5131091687202,"103.159150383615"
"38.7321583619946",104.376653599148,"111.096941676589"
"72.2263552302819",88.5472149725358,"122.15460571678"
"32.2383280043527",55.7217562213482,"112.171036389573"
"49.5577971649313",106.501811084494,"114.792217866383"
"32.175842204682",57.7626324035199,"109.515738324179"
"38.8234103508201",116.870038641674,"98.5739187404494"
"64.8752255701275",46.3029317723871,"115.500603694831"
"43.1913436563633",76.8667008792906,"91.9757681828523"
"57.3743886426243",46.1926627141446,"99.2542108011733"
"38.0925888643857",57.9236653249767,"118.956679547225"
"52.8061815710238",103.89745688846,"95.4343105907957"
"38.0856458065482",65.6317829229941,"105.62223362643"
"38.9104542202635",90.6606858399252,"91.1299148848857"
"43.965679990278",42.2449550114689,"95.3975542380482"
"54.5321171931838",56.6339803489159,"92.7567151393253"
"30.1677028776485",82.5991439488655,"99.3078884416589"
"48.4381461635126",56.6217278939085,"114.632485629487"
"34.1964334032097",58.0772721534061,"101.877260974331"
"34.8710612167288",66.9982588063729,"110.220228613308"
"35.2456761332431",85.6449126938537,"94.0816516704896"
"36.5303455460672",42.6488874311444,"98.8779934496386"
"36.164558846205",74.8908461709046,"90.7504691413432"
"45.8994836843757",49.7584118880171,"107.533047982955"
"40.5502533241647",50.9489315589331,"98.8739092979695"
"47.0300319244206",51.6100167057231,"99.359090717802"
"37.3590758973686",53.8770803754127,"102.332752935458"
"56.5492516722118",53.2315744344793,"108.548304231285"
"42.0585324271491",70.410853560663,"94.2162958103815"
"43.2159527551167",60.9710352779377,"104.963615390302"
"30.4309538129587",72.4059386901539,"92.3994206938821"
"48.4730748050226",55.3395457012386,"96.5861372960057"
"56.5839946524627",89.2045617744914,"96.982977186311"
"39.5905911634806",63.6327042832043,"97.2033389019077"
"51.4866360803394",65.6752107443236,"97.9590267918042"
"80.5829549884157",43.1134479052212,"97.7438581448264"
"31.9516557926601",74.9524849500399,"103.470284520221"
"38.7118665366649",89.2658729161106,"100.323678425979"
"31.1287190398692",59.2775138179069,"104.135312896718"
"55.74280128756",80.2705342594225,"98.4465152337462"
"49.4695757270653",131.616979391322,"109.73485392483"
"55.3124199435069",45.7970396341061,"101.210901427735"
"56.8290766226991",57.7268232999969,"101.891736914775"
"46.5213374888545",44.3447983056515,"94.3711493017404"
"34.1080751671218",87.7814140368705,"104.984161650013"
"30.8167827499249",76.7110159889388,"109.755290972037"
"36.8965549144652",87.0219175473651,"99.7591712726356"
"38.9919059501061",89.6983705106455,"106.756844753141"
"59.3002917799067",71.5082426273903,"92.8969039494661"
"51.488507617815",49.6024855890385,"123.872326463774"
"43.5442154728236",43.7943224998674,"95.2656798780354"
"39.0166240845541",54.5233322019974,"99.2422744333323"
"55.1947940397441",58.2210105001873,"94.7815994352172"
"36.1092885268153",94.0593384351294,"109.260471345624"
"61.7625776154822",80.2738369726148,"105.57033866298"
"67.5804496811594",66.2544978932182,"109.007305849122"
"84.2024143420815",58.2646307374484,"109.899456836882"
"42.3740245870732",86.8143424230778,"103.836080875797"
"53.5818273051144",53.1340385767329,"96.5341618630128"
"47.8832409654979",98.4045487332038,"94.5981074999558"
"40.8913025977443",108.671381790281,"98.1744440673325"
"36.5654593877507",138.004260603673,"99.4070035000624"
"59.9045591741191",64.1894551536586,"111.35311281171"
"55.0423625447246",83.9679305384371,"106.757945657538"
"58.0072565831854",73.9116017038198,"102.084832631073"
"44.9314208836086",61.5728869371958,"99.4215435791495"
"33.1994305188031",53.9390459783835,"108.938114141026"
"61.1326282270996",95.1256926602101,"97.7113461922443"
"62.9253339354723",86.5453456671611,"92.4648955417643"
"38.2313348272288",91.777511617386,"112.801516244401"
"52.4605402969385",68.7025074416623,"90.4709504025784"
"47.7465535954171",47.9989950331819,"116.223793930094"
"44.8973523082302",97.2928733419404,"126.001420201224"
"51.028623170883",100.456471650833,"101.39648505122"
"NA",56.878826165698,"107.989310179479"
"NA",81.9891887593032,"104.63720056794"
"NA",73.6703886977949,"100.524295645732"
"NA",68.6423864262886,"97.9796819927945"
"NA",79.4622761839111,"111.70856422007"
"NA",68.9748683565162,"108.84844855572"
"NA",59.119398085202,"110.592503872462"
"NA",125.40707103595,"102.900835813887"
"NA",88.7225540590308,"95.9996650110606"
"NA",50.8485409534519,"112.430957780647"
"NA",47.4478998333338,"113.485490550278"
"NA",62.9986214701093,"98.9596087218993"
"NA",53.1057114551467,"107.329729586434"
"NA",48.2220341307168,"104.556796232598"
"NA",88.3826564984879,"102.88079547543"
"NA",82.5531261634013,"106.487425394637"
"NA",44.4786945453282,"102.991622785505"
"NA",84.2500793518366,"92.0400500696367"
"NA",41.5639433000294,"99.7064660284007"
"NA",97.1477678480875,"121.802357011983"
"NA",49.8571457258843,"109.574184686344"
"NA",95.8909908927058,"96.9495136511506"
"NA",46.7004486412643,"95.8159666111113"
"NA",65.5834469175089,"100.999540490036"
"NA",127.387638595566,"97.7019038183822"
"NA",62.8029504322744,"96.0740113769056"
"NA",108.818402800978,"109.460885499496"
"NA",44.6724735250466,"107.517708721134"
"NA",40.218574870128,"94.8262315151094"
"NA",58.7942951928616,"108.083359783946"
"NA",56.4391799469187,"93.8546477666765"
"NA",59.4102940638855,"112.382589282696"
"NA",45.429645432626,"96.6190485752948"
"NA",64.3130663321778,"111.963663630902"
"NA",58.9351113884788,"95.5668162137548"
"NA",69.9610472580553,"101.861148972503"
"NA",107.168647689847,"122.462546198522"
"NA",87.4885957084416,"100.934316810758"
"NA",42.1502131114962,"116.272800933659"
"NA",125.449400258358,"94.8908245083489"
"NA",82.5017764140441,"93.406191623376"
"NA",89.2314790156532,"99.5980983976205"
"NA",51.677357292463,"98.8130599823062"
"NA",54.3180391570779,"99.8034313546285"
"NA",48.4792516180649,"95.1432151442087"
"NA",82.2176406952965,"101.437688777393"
"NA",80.026160944048,"99.6450371294929"
"NA",70.9871084894701,"103.320349086018"
"NA",44.5517101832812,"115.722882563282"
"NA",73.5170471981085,"109.162865236147"
"NA",54.3683886064078,"94.0500710371654"
"NA",100.172081245416,"121.816466752786"
"NA",84.4865755283382,"93.1622671370204"
"NA",62.4660529244233,"107.500592138015"
"NA",40.474118357157,"109.743826338551"
"NA",81.7922705292368,"97.2257857641543"
"NA",56.5896546823334,"98.1060130523593"
"NA",51.1469752037823,"96.159750539355"
"NA",89.675054074074,"107.405880231766"
"NA",68.2769479985057,"106.675386981349"
"NA",72.3234494351044,"103.66236949649"
"NA",78.3354949163555,"94.8505700610937"
"NA",88.0971215967434,"104.50568239937"
"NA",48.9737488980345,"98.1227962021359"
"NA",82.2113027579238,"113.390693748472"
"NA",96.5559916517248,"108.162191842779"
"NA",78.8740330240358,"100.822017641474"
"NA",75.8323893894866,"93.491372785719"
"NA",45.8323408638512,"107.264090176412"
"NA",84.711454685052,"98.8632182274445"
"NA",47.1663526389496,"97.0489917345941"
"NA",55.7206821794984,"109.891684691358"
"NA",102.563491472926,"92.2486819410852"
"NA",74.614017038658,"102.758982666169"
"NA",78.1032435322358,"104.107816478368"
"NA",66.3249863651134,"106.111831638785"
"NA",59.0010238247207,"109.365707198914"
"NA",120.755909679152,"96.3245829660115"
"NA",48.8763975088672,"107.403767585975"
"NA",56.3528414279035,"112.185330550575"
"NA",45.7322537075785,"106.291344341345"
"NA",48.5404989330684,"105.277463129829"
"NA",89.3306437501921,"95.2774469546171"
"NA",43.2587716254093,"108.237151561684"
"NA",41.2063456018369,"95.7221175463165"
"NA",44.0864632387704,"98.5735607264995"
"NA",116.928647606294,"114.187830490975"
"NA",101.866220328579,"104.871339012886"
"NA",50.8328077217296,"106.034414510745"
"NA",95.0903450585,"102.108328788371"
"NA",69.1316153242329,"99.6670079415736"
"NA",56.475052497236,"120.251969893051"
"NA",58.1974340642321,"96.2921325029558"
"NA",104.128168411222,"98.7842804759678"
"NA",73.8162179738738,"95.2440845691928"
"NA",54.554942246019,"91.15897678821"
"NA",72.2705675276398,"96.1801663110228"
"NA",52.2537883231401,"109.776881250064"
"NA",51.9930168226399,"94.4195905418031"
"NA",64.9246786913303,"93.7354485339456"
"NA",48.1962315788882,"NA"
"NA",42.4127892140625,"NA"
"NA",83.3497366587629,"NA"
"NA",59.0904877685575,"NA"
"NA",62.8135476919265,"NA"
"NA",89.470476667713,"NA"
"NA",42.0986951458917,"NA"
"NA",62.244145519456,"NA"
"NA",125.922882924677,"NA"
"NA",83.8506963661145,"NA"
"NA",43.8317336363628,"NA"
"NA",49.3277762716147,"NA"
"NA",103.959722501554,"NA"
"NA",115.758459531227,"NA"
"NA",60.1049108213958,"NA"
"NA",64.5388210028182,"NA"
"NA",68.7002737537322,"NA"
"NA",56.3256501701024,"NA"
"NA",63.7546316439446,"NA"
"NA",89.0075880262781,"NA"
"NA",47.3001809906992,"NA"
"NA",101.998718009292,"NA"
"NA",60.5104187846209,"NA"
"NA",115.424908601693,"NA"
"NA",53.4382789686904,"NA"
"NA",80.4777871880745,"NA"
"NA",75.723900736183,"NA"
"NA",62.4164993534797,"NA"
"NA",61.613566272056,"NA"
"NA",88.9931418412959,"NA"
"NA",89.5292055398238,"NA"
"NA",65.6187282260562,"NA"
"NA",68.1895725997415,"NA"
"NA",96.3043828142445,"NA"
"NA",65.659714905007,"NA"
"NA",118.874960151338,"NA"
"NA",64.161358176856,"NA"
"NA",96.7306164700051,"NA"
"NA",49.0399931999055,"NA"
"NA",55.1222915923846,"NA"
"NA",76.8143753813324,"NA"
"NA",97.1590347545788,"NA"
"NA",83.0230724747643,"NA"
"NA",62.0251131801834,"NA"
"NA",108.154216950613,"NA"
"NA",96.9668829004169,"NA"
"NA",48.6265861586664,"NA"
"NA",70.9475429891232,"NA"
"NA",49.092152262005,"NA"
"NA",101.239599738181,"NA"
"NA",68.7568721178813,"NA"
"NA",81.3177513081656,"NA"
"NA",79.031158656058,"NA"
"NA",53.0642129378791,"NA"
"NA",53.4192225818776,"NA"
"NA",55.9707614491271,"NA"
"NA",74.1700247000207,"NA"
"NA",62.1168860911347,"NA"
"NA",73.922795590847,"NA"
"NA",68.6747549770647,"NA"
"NA",84.7502875914562,"NA"
"NA",47.988304735452,"NA"
"NA",64.1575917179885,"NA"
"NA",95.5071481298456,"NA"
"NA",67.8202832861058,"NA"
"NA",88.3670047708101,"NA"
"NA",41.4011814064277,"NA"
"NA",59.7269778152889,"NA"
"NA",75.6067626824865,"NA"
"NA",114.187761236724,"NA"
"NA",65.9784622521675,"NA"
"NA",68.2945485911473,"NA"
"NA",120.887922446536,"NA"
"NA",72.8731795968365,"NA"
"NA",91.9184359819793,"NA"
"NA",41.825308407387,"NA"
"NA",92.231191373492,"NA"
"NA",54.6341960129853,"NA"
"NA",74.9928011710058,"NA"
"NA",54.01286578276,"NA"
"NA",62.6968441358378,"NA"
"NA",90.147301748873,"NA"
"NA",75.7435360920526,"NA"
"NA",44.5611798870935,"NA"
"NA",96.3279770877667,"NA"
"NA",44.6161386870048,"NA"
"NA",92.7187695625587,"NA"
"NA",74.7553468721049,"NA"
"NA",52.7211308493808,"NA"
"NA",123.481417428127,"NA"
"NA",95.6591871836785,"NA"
"NA",86.8578357206743,"NA"
"NA",86.0562191120752,"NA"
"NA",109.685338955198,"NA"
"NA",103.369079767611,"NA"
"NA",82.3380128132327,"NA"
"NA",52.1375642805679,"NA"
"NA",47.7624867655809,"NA"
"NA",66.0393316691809,"NA"
"NA",81.8740715055661,"NA"
"NA",69.7994581330121,"NA"
"NA",42.2358326871277,"NA"
"NA",75.1363109147175,"NA"
"NA",49.2337440714336,"NA"
"NA",45.8962065918114,"NA"
"NA",74.0796716583189,"NA"
"NA",73.7392517184495,"NA"
"NA",48.6468501429569,"NA"
"NA",120.205827992403,"NA"
"NA",43.4949493904264,"NA"
"NA",91.0379439214649,"NA"
"NA",80.2426748668708,"NA"
"NA",59.0031967197086,"NA"
"NA",127.364742244778,"NA"
"NA",46.3755917250929,"NA"
"NA",65.8462375043082,"NA"
"NA",60.9449421923735,"NA"
"NA",57.885272539972,"NA"
"NA",114.124252650949,"NA"
"NA",73.3391137418681,"NA"
"NA",67.4468730840697,"NA"
"NA",56.4306551943201,"NA"
"NA",80.6096694052674,"NA"
"NA",77.2596612235266,"NA"
"NA",79.131045910795,"NA"
"NA",67.996145654875,"NA"
"NA",68.7459678116234,"NA"
"NA",111.26767315336,"NA"
"NA",74.3010554282889,"NA"
"NA",99.2265541137799,"NA"
"NA",114.18038057352,"NA"
"NA",91.0615797018641,"NA"
"NA",75.4955489157436,"NA"
"NA",48.1768943719951,"NA"
"NA",60.1796950953002,"NA"
"NA",85.6502097361835,"NA"
"NA",81.8955435766503,"NA"
"NA",70.4627661809451,"NA"
"NA",100.841024096131,"NA"
"NA",51.3401361315392,"NA"
"NA",116.652109914496,"NA"
"NA",59.4787269087981,"NA"
"NA",76.2324873697325,"NA"
"NA",43.7987666266016,"NA"
"NA",57.5745181091494,"NA"
"NA",59.1109812650409,"NA"
"NA",55.642485481376,"NA"
"NA",59.6741221340375,"NA"
"NA",80.1460702974782,"NA"
"NA",72.6779335807316,"NA"
"NA",48.3903082155918,"NA"
"NA",73.7088643502501,"NA"
"NA",118.017225828357,"NA"
"NA",77.0868196021787,"NA"
"NA",87.9833925544613,"NA"
"NA",78.0485515904182,"NA"
"NA",100.810978126704,"NA"
"NA",52.0042923002466,"NA"
"NA",52.8354025722101,"NA"
"NA",51.8343984430732,"NA"
"NA",95.7119040982854,"NA"
"NA",61.5358827781088,"NA"
"NA",69.9314410185103,"NA"
"NA",75.9485729206055,"NA"
"NA",78.42094406386,"NA"
"NA",62.3014766867438,"NA"
"NA",52.1736223071534,"NA"
"NA",63.5281847825952,"NA"
"NA",50.4174121384691,"NA"
"NA",82.7380136669732,"NA"
"NA",70.7868079038725,"NA"
"NA",46.6274363397118,"NA"
"NA",108.328400982084,"NA"
"NA",60.5555500269153,"NA"
"NA",98.6834927044663,"NA"
"NA",55.6826179297189,"NA"
"NA",57.4584954460745,"NA"
"NA",65.971794796102,"NA"
"NA",96.8947749118875,"NA"
"NA",60.1365759171231,"NA"
"NA",48.0851586088028,"NA"
"NA",112.184459642116,"NA"
"NA",90.6906286466772,"NA"
"NA",44.1729824309513,"NA"
"NA",85.3798853835407,"NA"
"NA",84.646481928935,"NA"
"NA",91.2935413217064,"NA"
"NA",80.7276987920052,"NA"
"NA",71.0581671571361,"NA"
"NA",79.455400850037,"NA"
"NA",46.8050905680199,"NA"
"NA",85.9590180790936,"NA"
"NA",44.705543911729,"NA"
"NA",162.05616095009,"NA"
"NA",46.4875203014439,"NA"
"NA",111.87594440251,"NA"
"NA",76.0085878774883,"NA"
"NA",57.8943920486779,"NA"
"NA",68.2028257032052,"NA"
"NA",116.557049323959,"NA"
